STARTDATE_EPOCH|STOPDATE_EPOCH|DURATION_MS|STARTDATE|STOPDATE|DURATION|BENCHMARK|DATABASE|SCALE_FACTOR|ENGINE|FILE_FORMAT|QUERY
1453900514|1453900515|1000|2016/01/27:13:15:14|2016/01/27:13:15:15|0h 0m 1s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 19
1453900515|1453900516|1000|2016/01/27:13:15:15|2016/01/27:13:15:16|0h 0m 1s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 22
1453900561|1453900568|7000|2016/01/27:13:16:01|2016/01/27:13:16:08|0h 0m 7s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453900568|1453900572|4000|2016/01/27:13:16:08|2016/01/27:13:16:12|0h 0m 4s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453901012|1453901019|7000|2016/01/27:13:23:32|2016/01/27:13:23:39|0h 0m 7s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453901019|1453901024|5000|2016/01/27:13:23:39|2016/01/27:13:23:44|0h 0m 5s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453901113|1453901120|7000|2016/01/27:13:25:13|2016/01/27:13:25:20|0h 0m 7s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453901120|1453901131|11000|2016/01/27:13:25:20|2016/01/27:13:25:31|0h 0m 11s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453901131|1453901141|10000|2016/01/27:13:25:31|2016/01/27:13:25:41|0h 0m 10s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 6
1453901141|1453901151|10000|2016/01/27:13:25:41|2016/01/27:13:25:51|0h 0m 10s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 7
1453901269|1453901284|15000|2016/01/27:13:27:49|2016/01/27:13:28:04|0h 0m 15s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453901284|1453901289|5000|2016/01/27:13:28:04|2016/01/27:13:28:09|0h 0m 5s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453901783|1453901791|8000|2016/01/27:13:36:23|2016/01/27:13:36:31|0h 0m 8s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453901791|1453901796|5000|2016/01/27:13:36:31|2016/01/27:13:36:36|0h 0m 5s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453901913|1453901917|4000|2016/01/27:13:38:33|2016/01/27:13:38:37|0h 0m 4s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453901917|1453901919|2000|2016/01/27:13:38:37|2016/01/27:13:38:39|0h 0m 2s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453901932|1453901944|12000|2016/01/27:13:38:52|2016/01/27:13:39:04|0h 0m 12s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453901944|1453901948|4000|2016/01/27:13:39:04|2016/01/27:13:39:08|0h 0m 4s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453902894|1453902906|12000|2016/01/27:13:54:54|2016/01/27:13:55:06|0h 0m 12s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453902906|1453902915|9000|2016/01/27:13:55:06|2016/01/27:13:55:15|0h 0m 9s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453902915|1453902915|0|2016/01/27:13:55:15|2016/01/27:13:55:15|0h 0m 0s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 6
1453902915|1453902916|1000|2016/01/27:13:55:15|2016/01/27:13:55:16|0h 0m 1s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 7
1453903038|1453903046|8000|2016/01/27:13:57:18|2016/01/27:13:57:26|0h 0m 8s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453903046|1453903050|4000|2016/01/27:13:57:26|2016/01/27:13:57:30|0h 0m 4s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453903050|1453903052|2000|2016/01/27:13:57:30|2016/01/27:13:57:32|0h 0m 2s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 6
1453903143|1453903150|7000|2016/01/27:13:59:03|2016/01/27:13:59:10|0h 0m 7s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453903150|1453903155|5000|2016/01/27:13:59:10|2016/01/27:13:59:15|0h 0m 5s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453903572|1453903581|9000|2016/01/27:14:06:12|2016/01/27:14:06:21|0h 0m 9s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453903581|1453903586|5000|2016/01/27:14:06:21|2016/01/27:14:06:26|0h 0m 5s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453904158|1453904169|11000|2016/01/27:14:15:58|2016/01/27:14:16:09|0h 0m 11s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453904169|1453904174|5000|2016/01/27:14:16:09|2016/01/27:14:16:14|0h 0m 5s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453904272|1453904288|16000|2016/01/27:14:17:52|2016/01/27:14:18:08|0h 0m 16s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453904288|1453904302|14000|2016/01/27:14:18:08|2016/01/27:14:18:22|0h 0m 14s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453904302|1453904313|11000|2016/01/27:14:18:22|2016/01/27:14:18:33|0h 0m 11s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 6
1453904313|1453904323|10000|2016/01/27:14:18:33|2016/01/27:14:18:43|0h 0m 10s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 7
1453904323|1453904339|16000|2016/01/27:14:18:43|2016/01/27:14:18:59|0h 0m 16s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 10
1453904339|1453904354|15000|2016/01/27:14:18:59|2016/01/27:14:19:14|0h 0m 15s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 12
1453904354|1453904362|8000|2016/01/27:14:19:14|2016/01/27:14:19:22|0h 0m 8s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 13
1453904362|1453904368|6000|2016/01/27:14:19:22|2016/01/27:14:19:28|0h 0m 6s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 14
1453905584|1453905602|18000|2016/01/27:14:39:44|2016/01/27:14:40:02|0h 0m 18s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453905602|1453905611|9000|2016/01/27:14:40:02|2016/01/27:14:40:11|0h 0m 9s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453905611|1453905619|8000|2016/01/27:14:40:11|2016/01/27:14:40:19|0h 0m 8s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 6
1453905619|1453905627|8000|2016/01/27:14:40:19|2016/01/27:14:40:27|0h 0m 8s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 7
1453905627|1453905635|8000|2016/01/27:14:40:27|2016/01/27:14:40:35|0h 0m 8s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 10
1453905635|1453905643|8000|2016/01/27:14:40:35|2016/01/27:14:40:43|0h 0m 8s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 12
1453905643|1453905658|15000|2016/01/27:14:40:43|2016/01/27:14:40:58|0h 0m 15s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 13
1453905658|1453905671|13000|2016/01/27:14:40:58|2016/01/27:14:41:11|0h 0m 13s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 14
1453905671|1453905681|10000|2016/01/27:14:41:11|2016/01/27:14:41:21|0h 0m 10s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 15
1453905681|1453905690|9000|2016/01/27:14:41:21|2016/01/27:14:41:30|0h 0m 9s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 16
1453905690|1453905698|8000|2016/01/27:14:41:30|2016/01/27:14:41:38|0h 0m 8s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 19
1453905698|1453905707|9000|2016/01/27:14:41:38|2016/01/27:14:41:47|0h 0m 9s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 22
1453905745|1453906441|696000|2016/01/27:14:42:25|2016/01/27:14:54:01|0h 11m 36s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453906441|1453906445|4000|2016/01/27:14:54:01|2016/01/27:14:54:05|0h 0m 4s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453906456|1453906467|11000|2016/01/27:14:54:16|2016/01/27:14:54:27|0h 0m 11s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453906467|1453906472|5000|2016/01/27:14:54:27|2016/01/27:14:54:32|0h 0m 5s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453907915|1453907923|8000|2016/01/27:15:18:35|2016/01/27:15:18:43|0h 0m 8s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453907923|1453907929|6000|2016/01/27:15:18:43|2016/01/27:15:18:49|0h 0m 6s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453907929|1453907931|2000|2016/01/27:15:18:49|2016/01/27:15:18:51|0h 0m 2s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 6
1453908084|1453908091|7000|2016/01/27:15:21:24|2016/01/27:15:21:31|0h 0m 7s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453908091|1453908095|4000|2016/01/27:15:21:31|2016/01/27:15:21:35|0h 0m 4s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453908151|1453908158|7000|2016/01/27:15:22:31|2016/01/27:15:22:38|0h 0m 7s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453908158|1453908162|4000|2016/01/27:15:22:38|2016/01/27:15:22:42|0h 0m 4s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453908210|1453908217|7000|2016/01/27:15:23:30|2016/01/27:15:23:37|0h 0m 7s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453908217|1453908221|4000|2016/01/27:15:23:37|2016/01/27:15:23:41|0h 0m 4s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453908221|1453908222|1000|2016/01/27:15:23:41|2016/01/27:15:23:42|0h 0m 1s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 6
1453908271|1453908279|8000|2016/01/27:15:24:31|2016/01/27:15:24:39|0h 0m 8s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453908279|1453908284|5000|2016/01/27:15:24:39|2016/01/27:15:24:44|0h 0m 5s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453908564|1453908573|9000|2016/01/27:15:29:24|2016/01/27:15:29:33|0h 0m 9s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453908573|1453908577|4000|2016/01/27:15:29:33|2016/01/27:15:29:37|0h 0m 4s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453908824|1453908840|16000|2016/01/27:15:33:44|2016/01/27:15:34:00|0h 0m 16s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453908840|1453909153|313000|2016/01/27:15:34:00|2016/01/27:15:39:13|0h 5m 13s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453909153|1453909162|9000|2016/01/27:15:39:13|2016/01/27:15:39:22|0h 0m 9s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 6
1453909162|1453909171|9000|2016/01/27:15:39:22|2016/01/27:15:39:31|0h 0m 9s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 7
1453909171|1453909180|9000|2016/01/27:15:39:31|2016/01/27:15:39:40|0h 0m 9s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 10
1453909180|1453909191|11000|2016/01/27:15:39:40|2016/01/27:15:39:51|0h 0m 11s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 12
1453909191|1453909210|19000|2016/01/27:15:39:51|2016/01/27:15:40:10|0h 0m 19s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 13
1453909210|1453909219|9000|2016/01/27:15:40:10|2016/01/27:15:40:19|0h 0m 9s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 14
1453909219|1453909227|8000|2016/01/27:15:40:19|2016/01/27:15:40:27|0h 0m 8s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 15
1453909227|1453909236|9000|2016/01/27:15:40:27|2016/01/27:15:40:36|0h 0m 9s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 16
1453909236|1453909245|9000|2016/01/27:15:40:36|2016/01/27:15:40:45|0h 0m 9s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 19
1453909245|1453909260|15000|2016/01/27:15:40:45|2016/01/27:15:41:00|0h 0m 15s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 22
1453910266|1453910280|14000|2016/01/27:15:57:46|2016/01/27:15:58:00|0h 0m 14s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453910280|1453910285|5000|2016/01/27:15:58:00|2016/01/27:15:58:05|0h 0m 5s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453910285|1453910287|2000|2016/01/27:15:58:05|2016/01/27:15:58:07|0h 0m 2s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 6
1453910379|1453910393|14000|2016/01/27:15:59:39|2016/01/27:15:59:53|0h 0m 14s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453910393|1453910402|9000|2016/01/27:15:59:53|2016/01/27:16:00:02|0h 0m 9s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453910505|1453910519|14000|2016/01/27:16:01:45|2016/01/27:16:01:59|0h 0m 14s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453910519|1453910526|7000|2016/01/27:16:01:59|2016/01/27:16:02:06|0h 0m 7s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453910590|1453910597|7000|2016/01/27:16:03:10|2016/01/27:16:03:17|0h 0m 7s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453910597|1453910601|4000|2016/01/27:16:03:17|2016/01/27:16:03:21|0h 0m 4s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453910700|1453910710|10000|2016/01/27:16:05:00|2016/01/27:16:05:10|0h 0m 10s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453910710|1453910714|4000|2016/01/27:16:05:10|2016/01/27:16:05:14|0h 0m 4s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453911401|1453911408|7000|2016/01/27:16:16:41|2016/01/27:16:16:48|0h 0m 7s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453911408|1453911982|574000|2016/01/27:16:16:48|2016/01/27:16:26:22|0h 9m 34s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453911982|1453911995|13000|2016/01/27:16:26:22|2016/01/27:16:26:35|0h 0m 13s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 6
1453911995|1453912003|8000|2016/01/27:16:26:35|2016/01/27:16:26:43|0h 0m 8s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 7
1453912003|1453912012|9000|2016/01/27:16:26:43|2016/01/27:16:26:52|0h 0m 9s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 10
1453912012|1453912021|9000|2016/01/27:16:26:52|2016/01/27:16:27:01|0h 0m 9s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 12
1453912022|1453912031|9000|2016/01/27:16:27:02|2016/01/27:16:27:11|0h 0m 9s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 13
1453912031|1453912047|16000|2016/01/27:16:27:11|2016/01/27:16:27:27|0h 0m 16s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 14
1453912047|1453912060|13000|2016/01/27:16:27:27|2016/01/27:16:27:40|0h 0m 13s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 15
1453912060|1453912068|8000|2016/01/27:16:27:40|2016/01/27:16:27:48|0h 0m 8s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 16
1453912068|1453912077|9000|2016/01/27:16:27:48|2016/01/27:16:27:57|0h 0m 9s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 19
1453912077|1453912085|8000|2016/01/27:16:27:57|2016/01/27:16:28:05|0h 0m 8s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 22
1453912274|1453912559|285000|2016/01/27:16:31:14|2016/01/27:16:35:59|0h 4m 45s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453912559|1453912659|100000|2016/01/27:16:35:59|2016/01/27:16:37:39|0h 1m 40s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453912659|1453912660|1000|2016/01/27:16:37:39|2016/01/27:16:37:40|0h 0m 1s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 6
1453912661|1453912671|10000|2016/01/27:16:37:41|2016/01/27:16:37:51|0h 0m 10s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453912671|1453912723|52000|2016/01/27:16:37:51|2016/01/27:16:38:43|0h 0m 52s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453912728|1453913030|302000|2016/01/27:16:38:48|2016/01/27:16:43:50|0h 5m 2s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453913030|1453913326|296000|2016/01/27:16:43:50|2016/01/27:16:48:46|0h 4m 56s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453913326|1453913327|1000|2016/01/27:16:48:46|2016/01/27:16:48:47|0h 0m 1s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 6
1453913332|1453913341|9000|2016/01/27:16:48:52|2016/01/27:16:49:01|0h 0m 9s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453913341|1453913346|5000|2016/01/27:16:49:01|2016/01/27:16:49:06|0h 0m 5s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453913387|1453913396|9000|2016/01/27:16:49:47|2016/01/27:16:49:56|0h 0m 9s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453913396|1453913400|4000|2016/01/27:16:49:56|2016/01/27:16:50:00|0h 0m 4s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453913495|1453913503|8000|2016/01/27:16:51:35|2016/01/27:16:51:43|0h 0m 8s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453913503|1453913508|5000|2016/01/27:16:51:43|2016/01/27:16:51:48|0h 0m 5s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453913658|1453913669|11000|2016/01/27:16:54:18|2016/01/27:16:54:29|0h 0m 11s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453913670|1453913674|4000|2016/01/27:16:54:30|2016/01/27:16:54:34|0h 0m 4s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453913674|1453913677|3000|2016/01/27:16:54:34|2016/01/27:16:54:37|0h 0m 3s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 6
1453913718|1453913730|12000|2016/01/27:16:55:18|2016/01/27:16:55:30|0h 0m 12s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453913730|1453913735|5000|2016/01/27:16:55:30|2016/01/27:16:55:35|0h 0m 5s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453913880|1453913888|8000|2016/01/27:16:58:00|2016/01/27:16:58:08|0h 0m 8s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453913888|1453913893|5000|2016/01/27:16:58:08|2016/01/27:16:58:13|0h 0m 5s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453913893|1453913895|2000|2016/01/27:16:58:13|2016/01/27:16:58:15|0h 0m 2s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 6
1453913933|1453913940|7000|2016/01/27:16:58:53|2016/01/27:16:59:00|0h 0m 7s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453913940|1453913944|4000|2016/01/27:16:59:00|2016/01/27:16:59:04|0h 0m 4s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453977761|1453977774|13000|2016/01/28:10:42:41|2016/01/28:10:42:54|0h 0m 13s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453977774|1453979663|1889000|2016/01/28:10:42:54|2016/01/28:11:14:23|0h 31m 29s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453979663|1453979665|2000|2016/01/28:11:14:23|2016/01/28:11:14:25|0h 0m 2s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 6
1453979785|1453979798|13000|2016/01/28:11:16:25|2016/01/28:11:16:38|0h 0m 13s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453979798|1453980105|307000|2016/01/28:11:16:38|2016/01/28:11:21:45|0h 5m 7s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453981217|1453985818|4601000|2016/01/28:11:40:17|2016/01/28:12:56:58|1h 16m 41s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453985818|1453986204|386000|2016/01/28:12:56:58|2016/01/28:13:03:24|0h 6m 26s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453986204|1453986217|13000|2016/01/28:13:03:24|2016/01/28:13:03:37|0h 0m 13s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 6
1453986217|1453986227|10000|2016/01/28:13:03:37|2016/01/28:13:03:47|0h 0m 10s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 7
1453986227|1453986237|10000|2016/01/28:13:03:47|2016/01/28:13:03:57|0h 0m 10s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 10
1453986237|1453986250|13000|2016/01/28:13:03:57|2016/01/28:13:04:10|0h 0m 13s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 12
1453986250|1453986262|12000|2016/01/28:13:04:10|2016/01/28:13:04:22|0h 0m 12s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 13
1453986262|1453986274|12000|2016/01/28:13:04:22|2016/01/28:13:04:34|0h 0m 12s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 14
1453986275|1453986295|20000|2016/01/28:13:04:34|2016/01/28:13:04:55|0h 0m 20s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 15
1453986295|1453986310|15000|2016/01/28:13:04:55|2016/01/28:13:05:10|0h 0m 15s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 16
1453986310|1453986321|11000|2016/01/28:13:05:10|2016/01/28:13:05:21|0h 0m 11s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 19
1453986321|1453986330|9000|2016/01/28:13:05:21|2016/01/28:13:05:30|0h 0m 9s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 22
1453987272|1453987283|11000|2016/01/28:13:21:12|2016/01/28:13:21:23|0h 0m 11s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453987283|1453987362|79000|2016/01/28:13:21:23|2016/01/28:13:22:42|0h 1m 19s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453987362|1453987364|2000|2016/01/28:13:22:42|2016/01/28:13:22:44|0h 0m 2s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 6
1453987395|1453987411|16000|2016/01/28:13:23:15|2016/01/28:13:23:31|0h 0m 16s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453987411|1453987544|133000|2016/01/28:13:23:31|2016/01/28:13:25:44|0h 2m 13s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453987544|1453987545|1000|2016/01/28:13:25:44|2016/01/28:13:25:45|0h 0m 1s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 6
1453987939|1453987951|12000|2016/01/28:13:32:19|2016/01/28:13:32:31|0h 0m 12s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453987951|1453987958|7000|2016/01/28:13:32:31|2016/01/28:13:32:38|0h 0m 7s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453988071|1453988089|18000|2016/01/28:13:34:31|2016/01/28:13:34:49|0h 0m 18s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453988089|1453988098|9000|2016/01/28:13:34:49|2016/01/28:13:34:58|0h 0m 9s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453988143|1453988159|16000|2016/01/28:13:35:43|2016/01/28:13:35:59|0h 0m 16s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453988159|1453988171|12000|2016/01/28:13:35:59|2016/01/28:13:36:11|0h 0m 12s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453988171|1453988174|3000|2016/01/28:13:36:11|2016/01/28:13:36:14|0h 0m 3s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 6
1453988233|1453988241|8000|2016/01/28:13:37:13|2016/01/28:13:37:21|0h 0m 8s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453988241|1453988247|6000|2016/01/28:13:37:21|2016/01/28:13:37:27|0h 0m 6s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453988276|1453988285|9000|2016/01/28:13:37:56|2016/01/28:13:38:05|0h 0m 9s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453988285|1453988302|17000|2016/01/28:13:38:05|2016/01/28:13:38:22|0h 0m 17s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453988302|1453988304|2000|2016/01/28:13:38:22|2016/01/28:13:38:24|0h 0m 2s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 6
1453988364|1453988376|12000|2016/01/28:13:39:24|2016/01/28:13:39:36|0h 0m 12s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453988376|1453988384|8000|2016/01/28:13:39:36|2016/01/28:13:39:44|0h 0m 8s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453988833|1453988846|13000|2016/01/28:13:47:13|2016/01/28:13:47:26|0h 0m 13s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453988846|1453988873|27000|2016/01/28:13:47:26|2016/01/28:13:47:53|0h 0m 27s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453989625|1453989638|13000|2016/01/28:14:00:25|2016/01/28:14:00:38|0h 0m 13s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453989638|1453989647|9000|2016/01/28:14:00:38|2016/01/28:14:00:47|0h 0m 9s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453989753|1453989763|10000|2016/01/28:14:02:33|2016/01/28:14:02:43|0h 0m 10s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453989775|1453989782|7000|2016/01/28:14:02:55|2016/01/28:14:03:02|0h 0m 7s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453989790|1453989800|10000|2016/01/28:14:03:10|2016/01/28:14:03:20|0h 0m 10s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453989800|1453989804|4000|2016/01/28:14:03:20|2016/01/28:14:03:24|0h 0m 4s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453989872|1453989891|19000|2016/01/28:14:04:32|2016/01/28:14:04:51|0h 0m 19s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453989891|1453989898|7000|2016/01/28:14:04:51|2016/01/28:14:04:58|0h 0m 7s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453989959|1453990901|942000|2016/01/28:14:05:59|2016/01/28:14:21:41|0h 15m 42s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 1
1453990901|1453991221|320000|2016/01/28:14:21:41|2016/01/28:14:27:01|0h 5m 20s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 2
1453991221|1453991231|10000|2016/01/28:14:27:01|2016/01/28:14:27:11|0h 0m 10s|tpch|tpch_parquet_2sf|2|pig|parquet|Query 6
